labels,images
datasets\data\train\labels\201806301509_000.txt,datasets\data\train\images\201806301509_000.png
datasets\data\train\labels\201807041418_021.txt,datasets\data\train\images\201807041418_021.png
datasets\data\train\labels\201806281429_028.txt,datasets\data\train\images\201806281429_028.png
datasets\data\train\labels\201807041016_042.txt,datasets\data\train\images\201807041016_042.png
datasets\data\train\labels\201807081545_002.txt,datasets\data\train\images\201807081545_002.png
datasets\data\train\labels\201807051100_000.txt,datasets\data\train\images\201807051100_000.png
datasets\data\train\labels\201806301012_009.txt,datasets\data\train\images\201806301012_009.png
datasets\data\train\labels\201807011202_008.txt,datasets\data\train\images\201807011202_008.png
datasets\data\train\labels\201806291243_052.txt,datasets\data\train\images\201806291243_052.png
datasets\data\train\labels\201806291022_003.txt,datasets\data\train\images\201806291022_003.png
datasets\data\train\labels\201807041314_059.txt,datasets\data\train\images\201807041314_059.png
datasets\data\train\labels\201806301709_047.txt,datasets\data\train\images\201806301709_047.png
datasets\data\train\labels\201807071717_033.txt,datasets\data\train\images\201807071717_033.png
datasets\data\train\labels\201807041518_051.txt,datasets\data\train\images\201807041518_051.png
datasets\data\train\labels\201806301509_018.txt,datasets\data\train\images\201806301509_018.png
datasets\data\train\labels\201807071145_022.txt,datasets\data\train\images\201807071145_022.png
datasets\data\train\labels\201806261334_066.txt,datasets\data\train\images\201806261334_066.png
datasets\data\train\labels\201807061320_046.txt,datasets\data\train\images\201807061320_046.png
datasets\data\train\labels\201806291551_008.txt,datasets\data\train\images\201806291551_008.png
datasets\data\train\labels\201806291022_007.txt,datasets\data\train\images\201806291022_007.png
datasets\data\train\labels\201806291036_004.txt,datasets\data\train\images\201806291036_004.png
datasets\data\train\labels\201807081315_044.txt,datasets\data\train\images\201807081315_044.png
datasets\data\train\labels\201807071347_032.txt,datasets\data\train\images\201807071347_032.png
datasets\data\train\labels\201806260831_015.txt,datasets\data\train\images\201806260831_015.png
datasets\data\train\labels\201807051131_046.txt,datasets\data\train\images\201807051131_046.png
datasets\data\train\labels\201807061118_039.txt,datasets\data\train\images\201807061118_039.png
datasets\data\train\labels\201807041043_025.txt,datasets\data\train\images\201807041043_025.png
datasets\data\train\labels\201807021316_027.txt,datasets\data\train\images\201807021316_027.png
datasets\data\train\labels\201806281103_016.txt,datasets\data\train\images\201806281103_016.png
datasets\data\train\labels\201807071015_003.txt,datasets\data\train\images\201807071015_003.png
datasets\data\train\labels\201807041618_016.txt,datasets\data\train\images\201807041618_016.png
datasets\data\train\labels\201807021316_015.txt,datasets\data\train\images\201807021316_015.png
datasets\data\train\labels\201807061148_012.txt,datasets\data\train\images\201807061148_012.png
datasets\data\train\labels\201807011002_025.txt,datasets\data\train\images\201807011002_025.png
datasets\data\train\labels\201807051131_000.txt,datasets\data\train\images\201807051131_000.png
datasets\data\train\labels\201807051301_016.txt,datasets\data\train\images\201807051301_016.png
datasets\data\train\labels\201807081214_017.txt,datasets\data\train\images\201807081214_017.png
datasets\data\train\labels\201807011603_031.txt,datasets\data\train\images\201807011603_031.png
datasets\data\train\labels\201806301509_014.txt,datasets\data\train\images\201806301509_014.png
datasets\data\train\labels\201806261604_012.txt,datasets\data\train\images\201806261604_012.png
datasets\data\train\labels\201807051401_021.txt,datasets\data\train\images\201807051401_021.png
datasets\data\train\labels\201806291421_041.txt,datasets\data\train\images\201806291421_041.png
datasets\data\train\labels\201806291243_038.txt,datasets\data\train\images\201806291243_038.png
datasets\data\train\labels\201807061048_035.txt,datasets\data\train\images\201807061048_035.png
datasets\data\train\labels\201807031122_004.txt,datasets\data\train\images\201807031122_004.png
datasets\data\train\labels\201807061550_001.txt,datasets\data\train\images\201807061550_001.png
datasets\data\train\labels\201807081415_043.txt,datasets\data\train\images\201807081415_043.png
datasets\data\train\labels\201807021045_020.txt,datasets\data\train\images\201807021045_020.png
datasets\data\train\labels\201807011303_032.txt,datasets\data\train\images\201807011303_032.png
datasets\data\train\labels\201806291243_015.txt,datasets\data\train\images\201806291243_015.png
datasets\data\train\labels\201807031122_019.txt,datasets\data\train\images\201807031122_019.png
datasets\data\train\labels\201807061320_063.txt,datasets\data\train\images\201807061320_063.png
datasets\data\train\labels\201807021347_032.txt,datasets\data\train\images\201807021347_032.png
datasets\data\train\labels\201807071316_054.txt,datasets\data\train\images\201807071316_054.png
datasets\data\train\labels\201807051431_038.txt,datasets\data\train\images\201807051431_038.png
datasets\data\train\labels\201807021015_019.txt,datasets\data\train\images\201807021015_019.png
datasets\data\train\labels\201807031222_004.txt,datasets\data\train\images\201807031222_004.png
datasets\data\train\labels\201807061118_014.txt,datasets\data\train\images\201807061118_014.png
datasets\data\train\labels\201807071347_025.txt,datasets\data\train\images\201807071347_025.png
datasets\data\train\labels\201807041448_062.txt,datasets\data\train\images\201807041448_062.png
datasets\data\train\labels\201806301539_008.txt,datasets\data\train\images\201806301539_008.png
datasets\data\train\labels\201806301042_017.txt,datasets\data\train\images\201806301042_017.png
datasets\data\train\labels\201807071717_031.txt,datasets\data\train\images\201807071717_031.png
datasets\data\train\labels\201806301539_009.txt,datasets\data\train\images\201806301539_009.png
datasets\data\train\labels\201806301539_011.txt,datasets\data\train\images\201806301539_011.png
datasets\data\train\labels\201807011102_034.txt,datasets\data\train\images\201807011102_034.png
datasets\data\train\labels\201807041418_023.txt,datasets\data\train\images\201807041418_023.png
datasets\data\train\labels\201807051431_026.txt,datasets\data\train\images\201807051431_026.png
datasets\data\train\labels\201807041518_020.txt,datasets\data\train\images\201807041518_020.png
datasets\data\train\labels\201807071717_043.txt,datasets\data\train\images\201807071717_043.png
datasets\data\train\labels\201807061650_038.txt,datasets\data\train\images\201807061650_038.png
datasets\data\train\labels\201807081315_020.txt,datasets\data\train\images\201807081315_020.png
datasets\data\train\labels\201807081545_037.txt,datasets\data\train\images\201807081545_037.png
datasets\data\train\labels\201806301409_044.txt,datasets\data\train\images\201806301409_044.png
datasets\data\train\labels\201806271327_031.txt,datasets\data\train\images\201806271327_031.png
datasets\data\train\labels\201807021316_049.txt,datasets\data\train\images\201807021316_049.png
datasets\data\train\labels\201807061720_006.txt,datasets\data\train\images\201807061720_006.png
datasets\data\train\labels\201806261334_065.txt,datasets\data\train\images\201806261334_065.png
datasets\data\train\labels\201806271527_056.txt,datasets\data\train\images\201806271527_056.png
datasets\data\train\labels\201807041618_010.txt,datasets\data\train\images\201807041618_010.png
datasets\data\train\labels\201806271257_043.txt,datasets\data\train\images\201806271257_043.png
datasets\data\train\labels\201807021015_009.txt,datasets\data\train\images\201807021015_009.png
datasets\data\train\labels\201807061219_005.txt,datasets\data\train\images\201807061219_005.png
datasets\data\train\labels\201806291451_065.txt,datasets\data\train\images\201806291451_065.png
datasets\data\train\labels\201807061219_002.txt,datasets\data\train\images\201807061219_002.png
datasets\data\train\labels\201806291243_032.txt,datasets\data\train\images\201806291243_032.png
datasets\data\train\labels\201806301112_025.txt,datasets\data\train\images\201806301112_025.png
datasets\data\train\labels\201807031022_003.txt,datasets\data\train\images\201807031022_003.png
datasets\data\train\labels\201807081615_004.txt,datasets\data\train\images\201807081615_004.png
datasets\data\train\labels\201806301409_010.txt,datasets\data\train\images\201806301409_010.png
datasets\data\train\labels\201806301112_022.txt,datasets\data\train\images\201806301112_022.png
datasets\data\train\labels\201806301409_027.txt,datasets\data\train\images\201806301409_027.png
datasets\data\train\labels\201807011032_013.txt,datasets\data\train\images\201807011032_013.png
datasets\data\train\labels\201807051231_063.txt,datasets\data\train\images\201807051231_063.png
datasets\data\train\labels\201806301138_041.txt,datasets\data\train\images\201806301138_041.png
datasets\data\train\labels\201807041648_019.txt,datasets\data\train\images\201807041648_019.png
datasets\data\train\labels\201807031052_056.txt,datasets\data\train\images\201807031052_056.png
datasets\data\train\labels\201806271427_009.txt,datasets\data\train\images\201806271427_009.png
datasets\data\train\labels\201807061148_009.txt,datasets\data\train\images\201807061148_009.png
datasets\data\train\labels\201806301238_030.txt,datasets\data\train\images\201806301238_030.png
datasets\data\train\labels\201807071517_001.txt,datasets\data\train\images\201807071517_001.png
datasets\data\train\labels\201806281459_049.txt,datasets\data\train\images\201806281459_049.png
datasets\data\train\labels\201806301308_051.txt,datasets\data\train\images\201806301308_051.png
datasets\data\train\labels\201806281559_003.txt,datasets\data\train\images\201806281559_003.png
datasets\data\train\labels\201807041718_004.txt,datasets\data\train\images\201807041718_004.png
datasets\data\train\labels\201806271657_051.txt,datasets\data\train\images\201806271657_051.png
datasets\data\train\labels\201806271257_053.txt,datasets\data\train\images\201806271257_053.png
datasets\data\train\labels\201807011403_019.txt,datasets\data\train\images\201807011403_019.png
datasets\data\train\labels\201806271627_004.txt,datasets\data\train\images\201806271627_004.png
datasets\data\train\labels\201807071316_031.txt,datasets\data\train\images\201807071316_031.png
datasets\data\train\labels\201807071617_037.txt,datasets\data\train\images\201807071617_037.png
datasets\data\train\labels\201806260941_020.txt,datasets\data\train\images\201806260941_020.png
datasets\data\train\labels\201806301208_000.txt,datasets\data\train\images\201806301208_000.png
datasets\data\train\labels\201807081545_011.txt,datasets\data\train\images\201807081545_011.png
datasets\data\train\labels\201806261704_018.txt,datasets\data\train\images\201806261704_018.png
datasets\data\train\labels\201806281429_021.txt,datasets\data\train\images\201806281429_021.png
datasets\data\train\labels\201806291551_000.txt,datasets\data\train\images\201806291551_000.png
datasets\data\train\labels\201807051431_043.txt,datasets\data\train\images\201807051431_043.png
datasets\data\train\labels\201807081044_068.txt,datasets\data\train\images\201807081044_068.png
datasets\data\train\labels\201807011433_032.txt,datasets\data\train\images\201807011433_032.png
